id,num,num5,num6,num7,num8,year,year2,boolean,boolean2,blank,City,City2
827,59,44,29,,21,2009,2000,true,,,Saint-Jean-de-Luz,Kinel’-Cherkassy
828,34,77,83,,16,2004,1992,true,,,Buenos Aires,Tver
829,,94,8,37,12,2004,2011,false,,,Popovice,Novopavlovsk
830,1,78,90,83,17,1990,2011,,true,,Kabukarudi,Sitabamba
831,30,,63,86,76,2008,1986,true,false,,Itu,Al Khushnīyah
832,70,34,4,,4,1998,1999,true,false,,Angers,Linjiang
833,4,82,13,,68,2012,2012,false,false,,Dadus,Delok
834,39,44,45,52,31,2006,2010,false,false,,,
835,51,93,86,56,38,2010,2006,true,,,,Entradas
836,17,82,68,,43,2009,2011,true,false,,Kharkiv,Guohe
837,83,68,51,90,7,1994,1996,false,false,,Ḩabbān,
838,64,89,92,,46,1996,2011,false,true,,Mlawat,Monkayo
839,90,28,50,28,27,2001,,false,true,,Néa Karváli,Villa Castelli
840,25,69,15,,64,2003,1993,false,false,,Heshengbao,Sagbayan
841,3,97,88,,45,2007,,true,true,,Novovoronezh,Yaoundé
842,96,25,40,,58,2000,2001,false,true,,Alzamay,Campaka
843,73,74,29,28,48,2001,,true,true,,Ipoh,Vishnyeva
844,77,85,26,69,9,1994,2010,true,false,,Sarnaki,Kladno
845,30,65,72,,24,2002,2012,,false,,Ouani,Včelná
846,9,35,61,78,21,1994,2001,true,false,,Могила,Avlónas
847,40,85,81,10,55,2002,1996,true,false,,Arras,Cisiec
848,59,8,32,,71,1993,1996,true,,,Pangkajene,Bunobogu
849,18,43,81,13,83,1992,1998,true,true,,Salas,Järfälla
850,,10,93,,27,1991,2003,false,true,,,Valcheta
851,44,,8,,51,1992,1993,false,,,Rejoyoso,Mariestad
852,,,65,29,54,2001,2002,false,false,,Sypniewo,Shizunai-furukawachō
853,63,69,36,,46,1996,2002,false,false,,,Bonriki Village
854,80,91,100,87,62,2004,,true,true,,Baochang,Boli
855,64,,14,,37,2002,1996,false,true,,,Houston
856,91,79,43,,48,2007,2000,false,,,Ganfang,Shijak
857,90,,99,82,99,2001,1992,,,,Changjiangbu,Dobropillya
858,,29,73,25,30,1994,2006,true,true,,Spokoynaya,Rikitgaib
859,100,50,87,69,8,1984,1997,false,,,Xinzhuang,Mandala
860,49,85,82,7,,1992,2012,true,,,Gunungjulang,Echeng
861,,7,8,,11,1995,2003,,,,Älvdalen,Taraju
862,,56,1,100,36,2006,2004,false,,,Toshkivka,Brignoles
863,69,23,55,32,76,2005,2003,true,false,,Nay Pyi Taw,Stavropol’
864,20,72,69,,78,2001,,true,false,,Shangkuli,Sugihan
865,13,31,8,56,41,2005,2011,false,true,,Xique Xique,El Hamma
866,28,4,51,,57,2005,2002,true,false,,Toluviejo,Bakung
867,79,89,72,67,13,1999,,,false,,Matsudo,Narganá
868,90,82,98,99,70,1995,2008,false,true,,Arlington,Victoria
869,73,65,79,,93,2001,2004,true,false,,Córdoba,Costa de Rios Frios
870,94,61,83,79,15,1999,2012,true,false,,Santa Maria,Pires do Rio
871,63,49,80,,45,2008,2003,true,false,,Veghel,Lago
872,,82,29,,9,2006,2001,,,,Xiangfeng,Chlumec nad Cidlinou
873,92,76,28,53,37,1989,1994,true,true,,Velykyi Bereznyi,Malabar
874,14,71,40,34,68,2000,1988,true,false,,Barroco,San Isidro
875,,43,33,90,8,1985,,true,true,,Hashaat,Sangzhou
876,43,,36,32,79,1986,2001,false,false,,Beiyang,Orzech
877,19,,92,,87,1994,1968,false,,,Hodošan,El Jem
878,81,,72,,9,1966,,true,true,,Shenji,Brniště
879,56,61,96,67,66,2002,2001,false,false,,Songbai,Mandala
880,41,90,52,,9,2010,2010,false,,,Bobadela,Voiron
881,,99,73,55,52,2002,1990,true,false,,Polen,Xujiadian
882,13,11,47,81,70,1994,2012,true,false,,Karanganyar,Hingatungan
883,,90,100,,91,1965,2003,false,,,Skawica,Lille
884,61,6,81,,24,1997,2004,true,false,,Dolod,Espinho
885,,62,37,22,51,2000,1998,true,,,Linköping,
886,78,47,41,33,16,2008,2013,false,true,,Monte do Outeiro,Palhoça
887,45,25,53,,59,1992,2006,false,,,,Niandui
888,52,58,88,57,49,2004,2010,true,true,,Delicias,Ḩajjah
889,75,,89,,28,1999,,false,true,,Hanna,Zhoinda
890,86,,28,,13,2003,1996,true,true,,Drosiá,Karlovo
891,37,65,97,34,67,2012,1999,true,,,Perpignan,Nukuoro
892,53,78,37,78,90,1995,1986,false,true,,Zhangcun,Barbudo
893,15,66,12,53,9,2002,2004,false,true,,Yekimovichi,Dame-Marie
894,77,,25,,30,2009,,true,true,,Cabangahan,Rancaranji
895,5,13,81,,69,1994,2000,false,false,,Biały Bór,
896,61,89,85,,3,1992,2009,true,false,,,Kolyshley
897,78,,76,89,,2009,2011,true,true,,Kapotnya,Carvalhos
898,17,42,18,23,10,1998,,true,true,,Tigarunggu,Nong Khai
899,20,43,77,,40,2001,2004,false,false,,Fiães,Seget
900,25,92,14,,62,2008,1990,true,true,,,Shiyuan
901,86,,29,33,91,2010,1999,true,,,Nāḩiyat Baḩār,Salantai
902,9,,72,56,37,1997,2008,false,true,,Demba,Zelenograd
903,,79,18,,55,2004,1997,false,false,,,Płoniawy-Bramura
904,58,84,90,,48,1998,,,,,Tiandeng,Ponce
905,97,41,42,,88,1963,2011,false,,,Ruen,Göteborg
906,,,11,85,76,2012,2004,true,true,,Kālābāgh,Panglanjan
907,75,25,100,,,1992,1995,true,,,,Stryków
908,4,29,64,,81,2001,2011,true,false,,Melfi,Ińsko
909,99,43,45,18,59,1995,,false,false,,Farnham,Huacachi
910,,78,25,58,58,2007,2001,true,true,,El Cocuy,Văn Điển
911,59,7,12,,65,1994,1987,true,true,,Boulsa,Canillo
912,,22,23,,51,2010,1995,true,true,,Martensville,Tanjung Raja
913,50,72,64,,21,1983,,false,false,,Shaochang,Kousséri
914,42,,90,97,58,2001,2008,true,false,,Xinkai,Kawengan
915,41,19,9,21,10,1987,2004,false,true,,,Quintã
916,75,47,33,58,61,2012,2006,true,,,Shuangyuan,Huazhou
917,52,20,14,,45,2005,,false,true,,Presidente Epitácio,Etinan
918,13,60,18,,47,1993,1993,false,true,,Wotsogo,Chapecó
919,,9,4,,97,2005,,true,true,,Amboasary,Ogoja
920,88,,66,,95,1985,2002,false,false,,Lieyu,Imishli
921,87,,51,74,13,2001,2005,,true,,Chico,Uiasa
922,35,85,39,,52,1989,1997,false,true,,Moneghetti,Dimovo
923,80,,94,90,34,2011,,false,true,,Charlesland,Castelo
924,3,,17,,7,2011,2003,false,false,,Freiburg im Breisgau,Shangdongjie
925,64,70,74,52,11,2010,1996,true,true,,Tampakan,Tianhe
926,,,33,,59,1992,2005,false,,,Пласница,Helsingborg
927,61,,51,31,73,1989,2005,,,,Kuntong,Serra de Água
928,5,27,56,37,90,2007,1994,false,true,,Chengshan,Rengasdengklok
929,,72,14,,73,2000,1993,true,,,Azteca,Sukamaju
930,40,8,95,81,81,2009,1998,false,false,,Eydhafushi,Kalchevaya
931,5,,69,72,21,2011,2008,false,false,,,Skärholmen
932,21,46,98,,55,2009,1992,true,true,,Liucun,Borovo
933,45,85,77,24,35,2009,1996,false,false,,Yamaranguila,Dzoraghbyur
934,36,60,4,30,34,1999,1994,true,true,,Dolice,Kingston
935,42,46,15,90,76,1996,2010,false,,,Khust,Imari
936,50,,35,98,99,2012,,false,,,Santo Niño,Santa Maria
937,70,84,46,16,4,2011,2004,false,false,,Severnyy,Choropampa
938,91,27,25,27,68,2011,1991,true,,,Medveditskiy,Zerkten
939,65,91,66,,65,1989,1994,true,true,,Tampa,Tuscaloosa
940,70,99,66,,71,2007,,false,,,Wangmang,Seka
941,59,,68,66,44,1993,2010,,false,,Kuala Lumpur,Lau
942,36,67,73,,48,1997,1993,false,false,,Kościerzyna,Wysoka
943,28,28,57,,69,2003,1990,false,true,,,Pamplona/Iruña
944,19,,29,85,100,2012,,true,true,,Cisewu,Paris La Défense
945,64,94,49,,32,1997,2010,true,true,,Igreja,Palaiochóri
946,11,56,34,44,37,1997,1998,false,false,,Bahorí,Peoria
947,74,76,8,,8,2010,2007,true,false,,Zheleznodorozhnyy,Jinka
948,85,100,93,,58,1995,2009,false,false,,Bayt ‘Īnūn,Ikhtiman
949,43,,57,,56,2009,1994,true,,,Mardā,
950,43,50,6,,,2001,,true,true,,,Fukui-shi
951,11,60,14,,96,1995,,false,,,Topchikha,Monção
952,70,14,57,,32,2006,,false,,,Yartsevo,Jetaral
953,46,,80,38,69,1998,2003,false,false,,Frederiksberg,Madura
954,,,85,,49,2011,2003,false,true,,Santa Clara,Yeniköy
955,73,84,92,62,28,1996,2007,true,true,,Tevriz,Okakarara
956,7,35,70,22,,2010,2013,,false,,Garland,Juiz de Fora
957,12,9,23,2,17,1993,1989,,true,,,Fuchang
958,34,60,46,29,43,2007,2009,true,,,Sanshan,Hengjing
959,71,,94,,,2002,1995,true,,,Kamiennik,Kuty
960,65,27,53,61,77,1989,2010,true,true,,Ngrejo,Kalapadua
961,4,97,33,32,3,2012,2010,true,false,,Isfana,Kinna
962,66,20,9,,4,1988,1992,true,true,,San Agustín,Umbulan
963,85,83,33,25,35,2005,1997,true,false,,Wiśniewo,Krajan Bakalan
964,78,18,98,,70,2000,,false,false,,Kināna,Saint Louis
965,96,22,80,,76,2008,1994,true,,,Botevgrad,Baiyin
966,97,23,82,,27,1998,2002,true,false,,Naranjal,Maquiapo
967,97,55,93,81,91,1988,2005,true,,,Berlin,Lavandeira
968,52,89,97,,8,2009,1994,,true,,Santa Cruz da Graciosa,Edson
969,25,,56,,79,1978,2011,true,true,,Argelia,Shuanglong
970,46,92,6,,100,2007,2012,false,,,El Paso,Soko
971,,,38,,92,1986,2000,true,true,,Zhangcheng,Sibiti
972,52,,14,,67,2003,1981,,false,,Kambove,Bojonggenteng
973,,,7,25,75,2008,,false,,,Laranjeiras,Icononzo
974,57,59,74,69,67,1974,1997,false,,,Mazongling,Murom
975,40,,67,,53,2001,2007,true,true,,Minle,Roskoshnyy
976,46,33,37,,97,1993,2012,true,,,San Bartolomé Milpas Altas,Hrádek
977,6,25,30,55,83,2008,2000,false,false,,Nguken,Tabora
978,82,,88,,25,2007,2008,true,false,,Postmasburg,Krajan
979,43,36,67,39,59,1994,2006,true,true,,Yurovka,Pingxiang
980,82,9,98,,99,1995,1990,true,true,,Bằng Lũng,Maceo
981,74,,35,73,68,2001,2012,true,false,,Kara-Balta,Panaytayon
982,56,39,6,83,21,1985,2000,false,true,,Zābolī,Ballsh
983,71,68,3,,38,2002,2003,true,false,,Montecristi,
984,63,65,81,9,45,2010,,false,false,,Łętownia,Xuezhen
985,46,,76,,89,1995,2009,,false,,Jishan,Ożarowice
986,97,41,35,34,48,1992,1998,,true,,Bayuwan,Cuispes
987,41,49,86,55,85,2012,2007,false,true,,Battambang,Yangqiao
988,99,4,2,,21,1997,1991,true,,,Zhendong,Sukaraharja
989,74,83,79,10,45,1992,,false,false,,Benjamín Aceval,Cobre
990,100,38,50,100,62,1999,2004,false,true,,Vitry-le-François,Longshan
991,62,56,38,,30,1990,2004,false,false,,Rybatskoye,At-Bashi
992,19,45,60,57,80,1997,1991,true,,,Boituva,Szolnok
993,52,3,38,,69,1996,2007,false,true,,Bābol,Zbůch
994,84,28,84,43,2,2010,2010,false,true,,Zhangwan,San Rafael Petzal
995,24,,49,,79,1994,2003,true,true,,Chemin Grenier,Guihulñgan
996,84,5,54,100,72,1986,2011,true,true,,Selopuro,Padre Las Casas
997,29,87,88,78,97,1997,2012,,false,,Kerrobert,Jargalant
998,98,47,3,78,92,1994,1988,false,true,,,Lidingö
999,,,93,,40,1992,1993,true,true,,Jurovski Dol,Feni
1000,66,,51,45,12,2011,2004,false,true,,Cibinong Satu,Krylovskaya
